epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,5400.24,0.77574,0.33494,0.00411,0.98152,0.95683,0.98294,0.70943,1.08079,0.3131,0.0083,0.0262281,0.0087427,0.0262281,0.0087427,0.0262281,0.0087427,0.0262281,0.0087427
129,5441.91,0.77619,0.33534,0.00411,0.96781,0.96896,0.98419,0.71847,1.04479,0.30414,0.00815,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328
130,5483.82,0.77389,0.33383,0.00404,0.97033,0.95913,0.98382,0.69981,1.11731,0.32354,0.00866,0.0261687,0.0087229,0.0261687,0.0087229,0.0261687,0.0087229,0.0261687,0.0087229
131,5525.74,0.78345,0.34383,0.00418,0.97767,0.96914,0.98536,0.69669,1.14239,0.32042,0.0087,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
132,5567.77,0.77953,0.33679,0.0042,0.96965,0.95871,0.98237,0.69046,1.1679,0.33199,0.00884,0.0261093,0.0087031,0.0261093,0.0087031,0.0261093,0.0087031,0.0261093,0.0087031
133,5609.49,0.78422,0.3433,0.00423,0.97012,0.96318,0.98326,0.69604,1.15073,0.32241,0.00881,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932
134,5651.53,0.78754,0.34632,0.00419,0.97731,0.95716,0.98403,0.7002,1.11639,0.31495,0.00864,0.0260499,0.0086833,0.0260499,0.0086833,0.0260499,0.0086833,0.0260499,0.0086833
135,5693.18,0.78431,0.342,0.00418,0.97425,0.95539,0.98467,0.69866,1.13766,0.32109,0.00863,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734
136,5735.22,0.77721,0.33683,0.00413,0.97058,0.9633,0.98357,0.69529,1.15115,0.3199,0.0086,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
137,5777.01,0.78248,0.34149,0.00411,0.96751,0.97174,0.98394,0.69572,1.14967,0.32237,0.00854,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536
138,5818.92,0.78364,0.3414,0.00409,0.96677,0.96797,0.98388,0.70118,1.11995,0.31439,0.00841,0.0259311,0.0086437,0.0259311,0.0086437,0.0259311,0.0086437,0.0259311,0.0086437
139,5860.69,0.78128,0.3403,0.00413,0.96822,0.96867,0.98237,0.69989,1.12581,0.31653,0.00852,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338
140,5902.53,0.76965,0.33155,0.00414,0.97804,0.96014,0.98397,0.70251,1.10367,0.31178,0.00837,0.0258717,0.0086239,0.0258717,0.0086239,0.0258717,0.0086239,0.0258717,0.0086239
141,5944.18,0.7751,0.33148,0.00407,0.96974,0.9633,0.98299,0.69979,1.1234,0.31498,0.00839,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
142,5985.96,0.77756,0.33469,0.00411,0.96904,0.95773,0.98287,0.69504,1.13508,0.32619,0.00846,0.0258123,0.0086041,0.0258123,0.0086041,0.0258123,0.0086041,0.0258123,0.0086041
143,6027.5,0.77604,0.33671,0.00411,0.97305,0.9573,0.98332,0.70005,1.11911,0.32109,0.00835,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942
144,6069.53,0.7639,0.32635,0.00408,0.97014,0.95795,0.98448,0.70967,1.09064,0.31151,0.00823,0.0257529,0.0085843,0.0257529,0.0085843,0.0257529,0.0085843,0.0257529,0.0085843
145,6111.37,0.77644,0.33595,0.00414,0.97271,0.95933,0.98413,0.71311,1.08077,0.3083,0.00818,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744
146,6153.15,0.77026,0.33212,0.00411,0.96488,0.9669,0.98439,0.7164,1.05962,0.30254,0.00802,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
147,6195.01,0.77849,0.33961,0.0041,0.97558,0.96147,0.98531,0.70483,1.09767,0.30891,0.00815,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546
148,6236.87,0.77962,0.33822,0.00413,0.97357,0.95805,0.98464,0.70054,1.129,0.3194,0.0083,0.0256341,0.0085447,0.0256341,0.0085447,0.0256341,0.0085447,0.0256341,0.0085447
149,6278.67,0.77601,0.34074,0.00415,0.97131,0.96065,0.98377,0.69661,1.12784,0.32438,0.00835,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348
150,6320.71,0.76557,0.33395,0.00407,0.9734,0.96475,0.98363,0.7017,1.10728,0.3183,0.00829,0.0255747,0.0085249,0.0255747,0.0085249,0.0255747,0.0085249,0.0255747,0.0085249
151,6362.62,0.77387,0.33643,0.00402,0.97429,0.96278,0.98376,0.70892,1.08165,0.30872,0.00812,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
152,6404.57,0.76835,0.33416,0.00399,0.97416,0.95541,0.9827,0.71211,1.06435,0.31247,0.00808,0.0255153,0.0085051,0.0255153,0.0085051,0.0255153,0.0085051,0.0255153,0.0085051
153,6446.21,0.77763,0.33883,0.00416,0.96844,0.96382,0.9832,0.71748,1.04662,0.30532,0.00803,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952
154,6488.09,0.76747,0.33745,0.00406,0.97377,0.95717,0.98367,0.71853,1.04272,0.30074,0.00803,0.0254559,0.0084853,0.0254559,0.0084853,0.0254559,0.0084853,0.0254559,0.0084853
155,6529.72,0.76835,0.33215,0.00413,0.97969,0.95562,0.98304,0.7181,1.04737,0.30381,0.00803,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754
156,6571.74,0.75892,0.32952,0.00395,0.9703,0.96068,0.98286,0.71276,1.0657,0.30833,0.00811,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
157,6613.47,0.778,0.34487,0.00412,0.9694,0.96068,0.98279,0.7093,1.09079,0.31413,0.00821,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556
158,6655.45,0.78016,0.34359,0.00415,0.973,0.95397,0.98287,0.71003,1.08602,0.31553,0.0082,0.0253371,0.0084457,0.0253371,0.0084457,0.0253371,0.0084457,0.0253371,0.0084457
159,6697.13,0.77611,0.33552,0.00404,0.98341,0.94868,0.98311,0.71035,1.08239,0.30924,0.00816,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358
160,6739.22,0.77838,0.33964,0.00409,0.98085,0.95773,0.98453,0.71476,1.07274,0.30361,0.0081,0.0252777,0.0084259,0.0252777,0.0084259,0.0252777,0.0084259,0.0252777,0.0084259
161,6781.07,0.77703,0.33957,0.00411,0.97864,0.95549,0.98456,0.71515,1.06795,0.30801,0.00809,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
162,6823.06,0.77679,0.34533,0.00417,0.98635,0.95344,0.98479,0.71386,1.07282,0.30303,0.00814,0.0252183,0.0084061,0.0252183,0.0084061,0.0252183,0.0084061,0.0252183,0.0084061
163,6864.81,0.76995,0.33598,0.00407,0.98622,0.95139,0.98424,0.71046,1.09006,0.30913,0.00821,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962
164,6906.58,0.76741,0.33678,0.00409,0.98611,0.95513,0.98404,0.70787,1.09936,0.3092,0.00823,0.0251589,0.0083863,0.0251589,0.0083863,0.0251589,0.0083863,0.0251589,0.0083863
165,6948.27,0.75679,0.3345,0.00399,0.98362,0.95985,0.98546,0.71117,1.089,0.30675,0.00815,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764
166,6989.96,0.75293,0.33273,0.00395,0.97889,0.95693,0.98512,0.70615,1.09863,0.31398,0.00817,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
167,7031.79,0.76603,0.33279,0.00406,0.97927,0.95869,0.98478,0.70505,1.10809,0.31431,0.00817,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566
168,7073.66,0.76507,0.33067,0.00397,0.97642,0.96185,0.98388,0.70514,1.10971,0.31238,0.00821,0.0250401,0.0083467,0.0250401,0.0083467,0.0250401,0.0083467,0.0250401,0.0083467
169,7115.39,0.75916,0.3255,0.00402,0.97352,0.96277,0.98331,0.70876,1.10033,0.31348,0.00816,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368
170,7157.41,0.75185,0.32127,0.00399,0.97756,0.95598,0.98335,0.70376,1.11183,0.31765,0.00823,0.0249807,0.0083269,0.0249807,0.0083269,0.0249807,0.0083269,0.0249807,0.0083269
171,7198.93,0.77447,0.33622,0.00416,0.97451,0.96205,0.98296,0.70174,1.13009,0.32062,0.00831,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
172,7240.89,0.76461,0.33827,0.00408,0.97496,0.958,0.98174,0.70048,1.13413,0.32435,0.00831,0.0249213,0.0083071,0.0249213,0.0083071,0.0249213,0.0083071,0.0249213,0.0083071
173,7282.84,0.76339,0.32848,0.00403,0.97317,0.95795,0.9824,0.70092,1.13258,0.32474,0.00832,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972
174,7324.83,0.7738,0.33917,0.00408,0.97578,0.95886,0.98188,0.69986,1.12908,0.3229,0.0083,0.0248619,0.0082873,0.0248619,0.0082873,0.0248619,0.0082873,0.0248619,0.0082873
175,7366.6,0.77206,0.3351,0.00409,0.97701,0.95989,0.983,0.70223,1.13153,0.32313,0.00832,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774
176,7408.54,0.7748,0.33234,0.00408,0.97393,0.96099,0.98285,0.70665,1.11094,0.31724,0.00825,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
177,7450.48,0.76567,0.33447,0.00402,0.9682,0.96393,0.98302,0.70428,1.11388,0.31855,0.00826,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576
178,7492.88,0.76367,0.33034,0.004,0.96991,0.95922,0.98255,0.70787,1.09935,0.31599,0.00822,0.0247431,0.0082477,0.0247431,0.0082477,0.0247431,0.0082477,0.0247431,0.0082477
179,7534.72,0.76182,0.32944,0.00404,0.97504,0.95713,0.98285,0.71184,1.08195,0.3135,0.00815,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378
180,7576.65,0.76071,0.32898,0.00405,0.97283,0.96058,0.98286,0.71146,1.0854,0.3161,0.00816,0.0246837,0.0082279,0.0246837,0.0082279,0.0246837,0.0082279,0.0246837,0.0082279
181,7618.47,0.76168,0.33,0.00402,0.97641,0.95793,0.98264,0.71218,1.08105,0.31715,0.00811,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
182,7660.54,0.76094,0.33124,0.00406,0.96882,0.96109,0.98287,0.71393,1.0771,0.31447,0.00809,0.0246243,0.0082081,0.0246243,0.0082081,0.0246243,0.0082081,0.0246243,0.0082081
183,7702.27,0.7658,0.33161,0.00412,0.97053,0.95611,0.98199,0.71357,1.07431,0.31806,0.00808,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982
184,7744.42,0.75636,0.32945,0.00401,0.97328,0.95479,0.98217,0.71276,1.07945,0.31745,0.00813,0.0245649,0.0081883,0.0245649,0.0081883,0.0245649,0.0081883,0.0245649,0.0081883
185,7786.29,0.76257,0.32888,0.00402,0.97425,0.95863,0.98233,0.71428,1.07026,0.31597,0.00809,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784
186,7828.19,0.75518,0.32258,0.00396,0.97415,0.96147,0.98284,0.71602,1.06582,0.30938,0.00809,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
187,7870.14,0.75567,0.32551,0.00404,0.97385,0.96252,0.98266,0.71515,1.06533,0.3109,0.00809,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586
188,7912.52,0.75766,0.33521,0.00402,0.97436,0.96325,0.98293,0.7147,1.06466,0.30931,0.00807,0.0244461,0.0081487,0.0244461,0.0081487,0.0244461,0.0081487,0.0244461,0.0081487
189,7954.38,0.76616,0.33404,0.0039,0.97307,0.96284,0.98279,0.7143,1.06384,0.31067,0.00807,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388
190,7996.35,0.7744,0.33206,0.00402,0.97658,0.96134,0.98323,0.7158,1.05983,0.30546,0.00805,0.0243867,0.0081289,0.0243867,0.0081289,0.0243867,0.0081289,0.0243867,0.0081289
191,8038.2,0.77022,0.33477,0.00407,0.97366,0.96245,0.98296,0.71669,1.05176,0.30491,0.008,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
192,8080.23,0.76742,0.3331,0.00407,0.97754,0.96264,0.98328,0.71438,1.05922,0.30554,0.00804,0.0243273,0.0081091,0.0243273,0.0081091,0.0243273,0.0081091,0.0243273,0.0081091
193,8121.9,0.75481,0.32513,0.00401,0.97696,0.96147,0.98342,0.71366,1.0646,0.30718,0.00804,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992
194,8164.01,0.7668,0.33515,0.00409,0.97421,0.95793,0.98273,0.71306,1.06553,0.31196,0.00803,0.0242679,0.0080893,0.0242679,0.0080893,0.0242679,0.0080893,0.0242679,0.0080893
195,8205.74,0.75659,0.32822,0.00393,0.97558,0.96064,0.98317,0.71225,1.07185,0.31033,0.00807,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794
196,8247.65,0.76061,0.3332,0.00403,0.97863,0.9574,0.98266,0.70943,1.08318,0.31253,0.0081,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
197,8289.44,0.75603,0.32854,0.00402,0.97924,0.95222,0.98251,0.70907,1.08223,0.31577,0.00808,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596
198,8331.65,0.75931,0.32961,0.00404,0.97587,0.95919,0.9824,0.70812,1.0865,0.3129,0.0081,0.0241491,0.0080497,0.0241491,0.0080497,0.0241491,0.0080497,0.0241491,0.0080497
199,8373.52,0.75508,0.32115,0.00402,0.97402,0.96245,0.98234,0.70908,1.08784,0.31165,0.00811,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398
200,8415.42,0.75453,0.32773,0.00402,0.97483,0.95532,0.98174,0.70779,1.08948,0.3155,0.00812,0.0240897,0.0080299,0.0240897,0.0080299,0.0240897,0.0080299,0.0240897,0.0080299
201,8457.34,0.75871,0.32537,0.00399,0.96793,0.96809,0.98166,0.70629,1.09312,0.31764,0.0081,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
202,8499.27,0.75382,0.32445,0.004,0.96539,0.966,0.98209,0.70699,1.09463,0.31573,0.0081,0.0240303,0.0080101,0.0240303,0.0080101,0.0240303,0.0080101,0.0240303,0.0080101
203,8541.04,0.75289,0.32319,0.00397,0.98011,0.96001,0.98227,0.70599,1.10145,0.31702,0.00815,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002
204,8583.1,0.75559,0.32243,0.00401,0.9766,0.95897,0.98221,0.70434,1.10823,0.32128,0.00817,0.0239709,0.0079903,0.0239709,0.0079903,0.0239709,0.0079903,0.0239709,0.0079903
205,8624.77,0.75399,0.32974,0.00404,0.97042,0.95853,0.982,0.70318,1.10853,0.32309,0.00817,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804
206,8666.61,0.75337,0.32276,0.00387,0.96902,0.96128,0.98159,0.70192,1.10897,0.32221,0.00819,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
207,8708.28,0.74956,0.32296,0.00395,0.97669,0.95659,0.98243,0.70398,1.11127,0.31902,0.00821,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606
208,8750.23,0.74885,0.32694,0.00398,0.97579,0.96083,0.98249,0.70526,1.11384,0.31851,0.00824,0.0238521,0.0079507,0.0238521,0.0079507,0.0238521,0.0079507,0.0238521,0.0079507
209,8792.22,0.75074,0.32413,0.00403,0.97998,0.95571,0.98247,0.7059,1.11036,0.31661,0.00822,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408
210,8834.22,0.75108,0.32543,0.00406,0.97482,0.96,0.98238,0.70862,1.10389,0.31532,0.00817,0.0237927,0.0079309,0.0237927,0.0079309,0.0237927,0.0079309,0.0237927,0.0079309
211,8875.98,0.74602,0.32699,0.00401,0.97281,0.95819,0.98236,0.70914,1.09891,0.31508,0.00816,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
212,8917.8,0.74454,0.32656,0.00396,0.97446,0.95785,0.98242,0.70974,1.09125,0.31525,0.00811,0.0237333,0.0079111,0.0237333,0.0079111,0.0237333,0.0079111,0.0237333,0.0079111
213,8959.47,0.74362,0.3244,0.00393,0.97924,0.95983,0.98288,0.7086,1.09163,0.31277,0.00811,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012
214,9001.74,0.74144,0.31574,0.00389,0.9787,0.96166,0.9829,0.70904,1.09184,0.31231,0.00811,0.0236739,0.0078913,0.0236739,0.0078913,0.0236739,0.0078913,0.0236739,0.0078913
215,9043.66,0.74159,0.31502,0.00398,0.97836,0.96084,0.98287,0.7095,1.0899,0.31399,0.0081,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814
216,9085.92,0.74874,0.32837,0.00397,0.97776,0.96012,0.98323,0.71082,1.08742,0.31285,0.00809,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
217,9127.75,0.74407,0.32037,0.00388,0.97884,0.96224,0.98383,0.71198,1.08848,0.30964,0.00809,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616
218,9169.75,0.74758,0.33058,0.00396,0.97976,0.96075,0.98369,0.71078,1.08829,0.31082,0.00809,0.0235551,0.0078517,0.0235551,0.0078517,0.0235551,0.0078517,0.0235551,0.0078517
219,9211.66,0.74358,0.31705,0.0039,0.97962,0.96008,0.98332,0.71048,1.08823,0.31107,0.00809,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418
220,9253.38,0.74507,0.31759,0.004,0.97241,0.96215,0.9842,0.71172,1.08432,0.31407,0.00808,0.0234957,0.0078319,0.0234957,0.0078319,0.0234957,0.0078319,0.0234957,0.0078319
221,9295.01,0.73452,0.31479,0.00385,0.97737,0.96008,0.98353,0.71412,1.07908,0.31108,0.00806,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
222,9337.11,0.74443,0.32873,0.00397,0.97808,0.9598,0.98364,0.71571,1.07201,0.30842,0.00803,0.0234363,0.0078121,0.0234363,0.0078121,0.0234363,0.0078121,0.0234363,0.0078121
223,9378.78,0.73691,0.31788,0.0039,0.97731,0.96507,0.98512,0.71665,1.06727,0.30664,0.00801,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022
224,9420.55,0.74615,0.32366,0.00398,0.97758,0.9648,0.98499,0.71942,1.06104,0.3049,0.00798,0.0233769,0.0077923,0.0233769,0.0077923,0.0233769,0.0077923,0.0233769,0.0077923
225,9462.55,0.74808,0.32296,0.004,0.97551,0.9648,0.98504,0.72074,1.05623,0.30454,0.00795,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824
226,9504.51,0.73594,0.31256,0.00388,0.97822,0.96303,0.9851,0.72286,1.05262,0.30404,0.00794,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
227,9546.33,0.73763,0.31441,0.00387,0.98186,0.96185,0.98519,0.72221,1.0532,0.30454,0.00794,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626
228,9588.4,0.73534,0.32392,0.00383,0.9781,0.96011,0.98475,0.72105,1.05156,0.30741,0.00794,0.0232581,0.0077527,0.0232581,0.0077527,0.0232581,0.0077527,0.0232581,0.0077527
229,9630.36,0.74548,0.31979,0.0039,0.97828,0.96164,0.98467,0.72056,1.05277,0.30818,0.00795,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428
230,9672.58,0.74126,0.31721,0.0039,0.98171,0.9608,0.98511,0.72123,1.05422,0.30674,0.00796,0.0231987,0.0077329,0.0231987,0.0077329,0.0231987,0.0077329,0.0231987,0.0077329
231,9714.48,0.74637,0.31877,0.00397,0.97852,0.96322,0.98486,0.72083,1.05349,0.30583,0.00796,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
232,9756.44,0.75047,0.3192,0.00393,0.98144,0.95929,0.98505,0.72095,1.05348,0.30522,0.00796,0.0231393,0.0077131,0.0231393,0.0077131,0.0231393,0.0077131,0.0231393,0.0077131
233,9798.05,0.73851,0.31776,0.00399,0.97806,0.96281,0.985,0.72129,1.0533,0.3044,0.00795,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032
234,9840.03,0.74189,0.32171,0.00395,0.9738,0.96169,0.98479,0.72167,1.0525,0.30392,0.00795,0.0230799,0.0076933,0.0230799,0.0076933,0.0230799,0.0076933,0.0230799,0.0076933
235,9881.89,0.73788,0.32139,0.00389,0.98107,0.9628,0.98499,0.72185,1.05253,0.30079,0.00795,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834
236,9923.65,0.73934,0.32036,0.00394,0.97767,0.96215,0.98516,0.7217,1.05178,0.29979,0.00795,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
237,9965.59,0.72793,0.31038,0.0039,0.97818,0.95983,0.98499,0.72158,1.05037,0.30213,0.00795,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636
238,10007.6,0.73574,0.31507,0.00384,0.98022,0.95653,0.98487,0.72148,1.05106,0.30389,0.00795,0.0229611,0.0076537,0.0229611,0.0076537,0.0229611,0.0076537,0.0229611,0.0076537
239,10049.3,0.73957,0.3102,0.00385,0.98041,0.95948,0.98476,0.72248,1.04898,0.29976,0.00794,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438
240,10091.2,0.73909,0.32201,0.00388,0.97891,0.95938,0.98446,0.72212,1.05065,0.30077,0.00795,0.0229017,0.0076339,0.0229017,0.0076339,0.0229017,0.0076339,0.0229017,0.0076339
241,10133.2,0.73827,0.31506,0.00377,0.98111,0.95936,0.98449,0.72118,1.05087,0.30201,0.00796,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
242,10175.5,0.72785,0.31643,0.0038,0.97758,0.95931,0.9844,0.72178,1.05149,0.30303,0.00796,0.0228423,0.0076141,0.0228423,0.0076141,0.0228423,0.0076141,0.0228423,0.0076141
243,10217.4,0.7408,0.31831,0.0039,0.98242,0.95981,0.98454,0.72332,1.05011,0.30083,0.00796,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042
244,10259.2,0.73707,0.31592,0.00395,0.97771,0.95951,0.98432,0.72316,1.04965,0.30374,0.00795,0.0227829,0.0075943,0.0227829,0.0075943,0.0227829,0.0075943,0.0227829,0.0075943
245,10301.1,0.73054,0.31728,0.00379,0.9786,0.96026,0.98423,0.7226,1.04978,0.30592,0.00795,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844
246,10343.1,0.72901,0.31562,0.00385,0.9795,0.96041,0.98425,0.72257,1.04872,0.30624,0.00795,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
247,10385.2,0.74432,0.31458,0.00388,0.97825,0.96125,0.9843,0.72245,1.04877,0.30568,0.00795,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646
248,10427,0.7455,0.31997,0.00389,0.97892,0.95985,0.98437,0.72206,1.04974,0.30636,0.00796,0.0226641,0.0075547,0.0226641,0.0075547,0.0226641,0.0075547,0.0226641,0.0075547
249,10468.8,0.73726,0.31624,0.00386,0.9757,0.95657,0.98404,0.72058,1.05164,0.30834,0.00796,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448
250,10510.7,0.72922,0.31748,0.00387,0.9791,0.96106,0.98421,0.7209,1.05149,0.30664,0.00796,0.0226047,0.0075349,0.0226047,0.0075349,0.0226047,0.0075349,0.0226047,0.0075349
251,10552.6,0.72319,0.30912,0.00383,0.97808,0.96224,0.98432,0.71995,1.05249,0.30581,0.00797,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
252,10594.6,0.73766,0.31721,0.00387,0.97415,0.96224,0.98434,0.71898,1.0532,0.30572,0.00797,0.0225453,0.0075151,0.0225453,0.0075151,0.0225453,0.0075151,0.0225453,0.0075151
253,10636.6,0.73914,0.31602,0.00387,0.97994,0.96105,0.98327,0.71889,1.05415,0.30302,0.00798,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052
254,10678.6,0.72972,0.31369,0.00384,0.97507,0.96205,0.98454,0.71825,1.05649,0.30409,0.00798,0.0224859,0.0074953,0.0224859,0.0074953,0.0224859,0.0074953,0.0224859,0.0074953
255,10720.4,0.73318,0.31012,0.00383,0.97447,0.96382,0.9848,0.7187,1.05771,0.30269,0.00799,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854
256,10762.3,0.73481,0.31054,0.00386,0.97913,0.96046,0.9848,0.71894,1.05843,0.30256,0.00799,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
257,10804.1,0.72568,0.3147,0.0038,0.97451,0.96706,0.98456,0.71804,1.05968,0.30279,0.008,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656
258,10846.1,0.72354,0.3111,0.00389,0.97503,0.96387,0.98428,0.71726,1.06121,0.30512,0.00801,0.0223671,0.0074557,0.0223671,0.0074557,0.0223671,0.0074557,0.0223671,0.0074557
259,10888,0.7311,0.31916,0.00383,0.97648,0.96166,0.98423,0.71689,1.06295,0.30615,0.00801,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458
260,10930.1,0.73839,0.32477,0.00385,0.97368,0.96168,0.98416,0.71652,1.06233,0.30795,0.00801,0.0223077,0.0074359,0.0223077,0.0074359,0.0223077,0.0074359,0.0223077,0.0074359
